text,domain
"One day, a girl named Jenny decided to shout. She shouted and shouted until she was out of breath. Then she saw an onion. It looked ordinary, but she wanted to inspect it. She shouted again as she got closer to the onion. Suddenly, the onion began to move. Jenny was so surprised that she shouted even louder. The onion shook and rolled right out of its spot. Jenny chased it until it stopped. She picked it up and shouted with excitement. She had found a very special onion.",0
"Once there was a naughty bear named Bandit. Bandit always seemed to get into trouble. One day he was wandering around the woods and he came across a bag. He was so curious he decided to open the bag. Inside the bag was a delicious drink. 

Bandit picked up the drink and was about to drink it, but he heard a voice. It said, â€œMove away! That drink belongs to me!â€ Bandit was so startled he dropped the drink. He looked around and saw it was a rabbit.

The rabbit told him, â€œYou were very naughty for taking something that isn't yours. Next time you see something you should stop and think!â€ 

Bandit said he was very sorry and from that day on he always stopped and thought before he touched something that wasnâ€™t his. He learned his lesson and realized it was much better to be nice than naughty.",0
"Once upon a time, there was an adventurous turtle named Sam. Sam lived in the forest with his animal friends. Sam had a shell that was very special to him. One day, Sam decided to go explore and find a new shell. 

He wandered deep into the forest, looking for the perfect shell. After a while, Sam spotted a shell that was much prettier than his own. He picked it up and decided to replace his shell with this one. 

Back in the forest, Sam's friends all saw his new shell and admired how pretty it was. Even Sam's old shell looked shiny in the sun. And so, Sam set off on many more adventures with his new shell. 

The end.",0
"try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())
",2
"Once upon a time, there was a bossy tiger. He loved to boss around all of the animals in the jungle. One day, he decided to start a new game. He asked all the animals if they wanted to play. Everyone said yes!

The tiger started the game by saying that they had to all chase each other around the jungle. He made sure to boss them around even more. He said that whoever crossed the finish line first would be the winner of the game.

So, all the animals started running around the jungle. There were monkeys, lions, gazelles, and even a zebra running around. They all ran as fast as they could. But, when they all crossed the finish line, the bossy tiger was first! He was so proud.

The other animals cheered. They all agreed that the tiger was the winner of the game. Everyone had so much fun playing the game with the bossy tiger.",0
"If x = 1908 and y = 36, then x / y equals 53.0.
258 + 689 = 947
267 - 998 = -731
If x = 12 and y = 89, then x * y equals 1068.
If x = 936 and y = 36, then x / y equals 26.0.
4947 / 97 = 51.0
546 / 6 = 91.0
450 / 5 = 90.0
If x = 601 and y = 754, then x - y equals -153.
27 * 23 = 621
4819 / 79 = 61.0
186 - 483 = -297
Calculate the result of 30 * 14. The answer is 420.
378 + 108 = 486
If x = 420 and y = 919, then x + y equals 1339.
868 / 28 = 31.0
Calculate the result of 7030 / 95. The answer is 74.0.
54 - 245 = -191
If x = 601 and y = 261, then x + y equals 862.
If x = 620 and y = 20, then x / y equals 31.0.
If x = 847 and y = 43, then x + y equals 890.
If x = 55 and y = 16, then x * y equals 880.",1
"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

with open('file.txt', 'r') as f:
    content = f.read()

for i in range(10):
    print(i)

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

for i in range(10):
    print(i)

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True
",2
"If x = 69 and y = 2, then x * y equals 138.
If x = 7740 and y = 86, then x / y equals 90.0.
985 - 513 = 472
If x = 141 and y = 3, then x / y equals 47.0.
If x = 567 and y = 63, then x / y equals 9.0.
Calculate the result of 290 - 185. The answer is 105.
If x = 818 and y = 834, then x + y equals 1652.
If x = 215 and y = 993, then x - y equals -778.
Calculate the result of 612 + 101. The answer is 713.
If x = 425 and y = 261, then x + y equals 686.
Calculate the result of 62 * 78. The answer is 4836.
If x = 417 and y = 171, then x - y equals 246.
If x = 8190 and y = 91, then x / y equals 90.0.
Calculate the result of 2772 / 28. The answer is 99.0.
Calculate the result of 2214 / 82. The answer is 27.0.
If x = 197 and y = 217, then x + y equals 414.
If x = 100 and y = 74, then x * y equals 7400.
819 - 210 = 609
If x = 82 and y = 44, then x * y equals 3608.
If x = 309 and y = 290, then x + y equals 599.",1
"Calculate the result of 721 + 533. The answer is 1254.
809 + 273 = 1082
907 - 684 = 223
387 + 208 = 595
If x = 2 and y = 19, then x * y equals 38.
789 + 9 = 798
Calculate the result of 3456 / 48. The answer is 72.0.
Calculate the result of 81 * 14. The answer is 1134.
If x = 102 and y = 762, then x - y equals -660.
791 - 484 = 307
471 - 651 = -180
If x = 179 and y = 175, then x + y equals 354.
If x = 846 and y = 128, then x + y equals 974.
2328 / 24 = 97.0
If x = 67 and y = 66, then x * y equals 4422.
48 * 100 = 4800
If x = 52 and y = 87, then x * y equals 4524.
339 - 352 = -13
Calculate the result of 100 * 23. The answer is 2300.
Calculate the result of 18 * 22. The answer is 396.",1
"Once upon a time, there was a loyal dog named Max. Max loved to go to the grocery store with his best friend, Sam. They would walk together, and Max would carry a small bag in his mouth.

One day, as they walked to the grocery store, they saw the sun rise. The sky was pink and pretty. Max barked happily, and Sam said, ""Look, Max! The sun is rising. It's a new day!""

At the grocery store, Sam bought apples, bread, and milk. Max wagged his tail and helped Sam carry the bag. They walked back home, excited to eat their yummy food.

When they got home, Sam shared his food with Max. They both enjoyed the tasty treats. Max and Sam were happy to have each other, and they knew they would always be loyal friends.",0
"688 - 820 = -132
If x = 210 and y = 36, then x + y equals 246.
831 + 109 = 940
Calculate the result of 990 / 33. The answer is 30.0.
Calculate the result of 307 - 333. The answer is -26.
If x = 335 and y = 683, then x + y equals 1018.
Calculate the result of 788 + 4. The answer is 792.
Calculate the result of 300 / 100. The answer is 3.0.
If x = 53 and y = 79, then x * y equals 4187.
45 * 84 = 3780
If x = 2650 and y = 50, then x / y equals 53.0.
If x = 933 and y = 389, then x + y equals 1322.
If x = 4437 and y = 87, then x / y equals 51.0.
764 + 958 = 1722
Calculate the result of 98 / 98. The answer is 1.0.
Calculate the result of 41 * 91. The answer is 3731.
Calculate the result of 65 * 64. The answer is 4160.
If x = 709 and y = 52, then x + y equals 761.
845 - 485 = 360
93 * 65 = 6045
7298 / 82 = 89.0
981 - 767 = 214",1
"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

with open('file.txt', 'r') as f:
    content = f.read()

with open('file.txt', 'r') as f:
    content = f.read()

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

with open('file.txt', 'r') as f:
    content = f.read()

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

@dataclass
class Point:
    x: float
    y: float
",2
"import torch
x = torch.randn(3, 3)
y = x @ x.T

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

@dataclass
class Point:
    x: float
    y: float

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')
",2
"class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)

def add(a, b):
    return a + b

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

with open('file.txt', 'r') as f:
    content = f.read()

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

def fibonacci(n):
    if n <= 1:
        return n
    return fibonacci(n-1) + fibonacci(n-2)

for i in range(10):
    print(i)

import torch
x = torch.randn(3, 3)
y = x @ x.T
",2
"def add(a, b):
    return a + b

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

def fibonacci(n):
    if n <= 1:
        return n
    return fibonacci(n-1) + fibonacci(n-2)

for i in range(10):
    print(i)

def fibonacci(n):
    if n <= 1:
        return n
    return fibonacci(n-1) + fibonacci(n-2)

def add(a, b):
    return a + b
",2
"97 * 79 = 7663
Calculate the result of 165 - 586. The answer is -421.
2124 / 59 = 36.0
Calculate the result of 122 + 481. The answer is 603.
Calculate the result of 85 * 39. The answer is 3315.
Calculate the result of 17 * 17. The answer is 289.
Calculate the result of 717 - 512. The answer is 205.
If x = 920 and y = 414, then x + y equals 1334.
1824 / 19 = 96.0
Calculate the result of 19 * 74. The answer is 1406.
If x = 81 and y = 64, then x * y equals 5184.
167 - 733 = -566
If x = 56 and y = 726, then x - y equals -670.
23 * 12 = 276
Calculate the result of 421 - 261. The answer is 160.
3024 / 54 = 56.0
797 + 808 = 1605
Calculate the result of 90 * 85. The answer is 7650.
414 - 297 = 117
If x = 142 and y = 855, then x - y equals -713.
Calculate the result of 8811 / 89. The answer is 99.0.
966 - 811 = 155",1
"for i in range(10):
    print(i)

def fibonacci(n):
    if n <= 1:
        return n
    return fibonacci(n-1) + fibonacci(n-2)

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

import torch
x = torch.randn(3, 3)
y = x @ x.T

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

def fibonacci(n):
    if n <= 1:
        return n
    return fibonacci(n-1) + fibonacci(n-2)
",2
"Once upon a time there was a little girl called Anna. She loved playing with water and having lots of fun. One day, Anna went to the park with her mum.

Anna had a special toy - it was a big yellow duck. Anna decided to have a splash with her duck. She threw it into the big pond and it landed in the water with a big splash!

Anna laughed as the water splashed up around her. She watched as the duck swam around. Then she spotted something else in the pond - a fashion show. Lots of little ducks had gathered together and they were strutting around the pond.

Anna couldn't believe it - the ducks were so fashion-forward! They were wearing tiny hats, bow ties and polka dot scarves. It was so fun to watch the ducks competing against each other.

And that's how Anna spent her day - with her duck, having a splash in the big pond and watching the fashion show!",0
